call_id,date,daily_caller,call_started,call_answered,call_ended,service_length,meets_standard
32321,9/15/2021,206,4:26:33 PM,4:27:58 PM,4:32:44 PM,286,FALSE
32322,9/15/2021,207,4:27:35 PM,4:28:34 PM,4:29:43 PM,69,TRUE
32323,9/15/2021,208,4:30:20 PM,4:30:20 PM,4:31:51 PM,91,TRUE
32324,9/15/2021,209,4:31:44 PM,4:31:44 PM,4:48:56 PM,1032,TRUE
32325,9/15/2021,210,4:41:54 PM,4:41:54 PM,5:03:29 PM,1294,TRUE
32326,9/15/2021,211,4:44:57 PM,4:44:57 PM,4:51:46 PM,409,TRUE
32327,9/15/2021,212,4:48:14 PM,4:48:14 PM,4:53:45 PM,331,TRUE
32328,9/15/2021,213,4:53:12 PM,4:53:12 PM,4:53:27 PM,15,TRUE
32329,9/15/2021,214,4:55:15 PM,4:55:15 PM,4:59:23 PM,248,TRUE
32330,9/15/2021,215,4:55:43 PM,4:55:43 PM,4:59:20 PM,217,TRUE
32331,9/15/2021,216,4:57:37 PM,4:57:37 PM,5:01:41 PM,244,TRUE
32332,9/15/2021,217,4:58:39 PM,4:59:20 PM,5:01:17 PM,118,TRUE
32333,9/15/2021,218,5:09:18 PM,5:09:18 PM,5:18:59 PM,581,TRUE
32334,9/15/2021,219,5:10:42 PM,5:10:42 PM,5:10:58 PM,15,TRUE
32335,9/15/2021,220,5:12:56 PM,5:12:56 PM,5:14:31 PM,96,TRUE
32336,9/15/2021,221,5:15:12 PM,5:15:12 PM,5:16:55 PM,102,TRUE
32337,9/15/2021,222,5:17:23 PM,5:17:23 PM,5:21:50 PM,267,TRUE
32338,9/15/2021,223,5:18:11 PM,5:18:11 PM,5:18:14 PM,3,TRUE
32339,9/15/2021,224,5:18:52 PM,5:18:52 PM,5:21:32 PM,160,TRUE
32340,9/15/2021,225,5:23:26 PM,5:23:26 PM,5:32:46 PM,560,TRUE
32341,9/15/2021,226,5:26:35 PM,5:26:35 PM,5:26:58 PM,23,TRUE
32342,9/15/2021,227,5:30:59 PM,5:30:59 PM,5:31:28 PM,29,TRUE
32343,9/15/2021,228,5:31:38 PM,5:31:38 PM,5:31:57 PM,19,TRUE
32344,9/15/2021,229,5:33:48 PM,5:33:48 PM,5:36:27 PM,159,TRUE
32345,9/15/2021,230,5:37:19 PM,5:37:19 PM,5:55:01 PM,1062,TRUE
32346,9/15/2021,231,5:37:52 PM,5:37:52 PM,5:38:08 PM,16,TRUE
32347,9/15/2021,232,5:40:40 PM,5:40:40 PM,5:40:54 PM,14,TRUE
32348,9/15/2021,233,5:40:54 PM,5:40:54 PM,5:48:02 PM,429,TRUE
32349,9/15/2021,234,5:42:35 PM,5:42:35 PM,5:49:47 PM,432,TRUE
32350,9/15/2021,235,5:43:55 PM,5:43:55 PM,5:53:17 PM,562,TRUE
32351,9/15/2021,236,5:48:38 PM,5:48:38 PM,5:48:38 PM,0,TRUE
32352,9/15/2021,237,5:51:09 PM,5:51:09 PM,5:52:54 PM,105,TRUE
32353,9/15/2021,238,5:51:18 PM,5:51:18 PM,5:51:34 PM,16,TRUE
32354,9/15/2021,239,5:52:30 PM,5:52:30 PM,5:53:54 PM,84,TRUE
32355,9/15/2021,240,5:53:26 PM,5:53:26 PM,5:55:19 PM,112,TRUE
32356,9/15/2021,241,5:54:54 PM,5:54:54 PM,5:55:42 PM,48,TRUE
32357,9/15/2021,242,5:56:06 PM,5:56:06 PM,5:58:20 PM,133,TRUE
32358,9/15/2021,243,5:56:47 PM,5:56:47 PM,5:59:09 PM,142,TRUE
32359,9/16/2021,1,8:00:00 AM,8:00:00 AM,8:07:55 AM,476,TRUE
32360,9/16/2021,2,8:00:52 AM,8:00:52 AM,8:03:03 AM,131,TRUE
32361,9/16/2021,3,8:07:40 AM,8:07:40 AM,8:17:10 AM,570,TRUE
32362,9/16/2021,4,8:07:55 AM,8:07:55 AM,8:12:59 AM,304,TRUE
32363,9/16/2021,5,8:08:56 AM,8:08:56 AM,8:14:03 AM,307,TRUE
32364,9/16/2021,6,8:14:49 AM,8:14:49 AM,8:55:01 AM,2412,TRUE
32365,9/16/2021,7,8:15:02 AM,8:15:02 AM,8:17:17 AM,135,TRUE
32366,9/16/2021,8,8:16:24 AM,8:16:24 AM,8:16:31 AM,7,TRUE
32367,9/16/2021,9,8:21:04 AM,8:21:04 AM,8:22:21 AM,78,TRUE
32368,9/16/2021,10,8:21:31 AM,8:21:31 AM,8:26:40 AM,309,TRUE
32369,9/16/2021,11,8:25:11 AM,8:25:11 AM,8:25:55 AM,44,TRUE
32370,9/16/2021,12,8:28:04 AM,8:28:04 AM,8:39:08 AM,664,TRUE
32371,9/16/2021,13,8:28:18 AM,8:28:18 AM,8:28:26 AM,7,TRUE
32372,9/16/2021,14,8:30:43 AM,8:30:43 AM,8:39:37 AM,534,TRUE
32373,9/16/2021,15,8:31:59 AM,8:31:59 AM,8:38:03 AM,364,TRUE
32374,9/16/2021,16,8:33:21 AM,8:38:03 AM,8:40:29 AM,146,FALSE
32375,9/16/2021,17,8:35:20 AM,8:39:08 AM,8:44:40 AM,332,FALSE
32376,9/16/2021,18,8:39:38 AM,8:39:38 AM,8:53:28 AM,831,TRUE
32377,9/16/2021,19,8:40:19 AM,8:40:29 AM,8:45:27 AM,299,TRUE
32378,9/16/2021,20,8:41:12 AM,8:44:40 AM,8:46:45 AM,125,FALSE
32379,9/16/2021,21,8:42:41 AM,8:45:27 AM,8:51:39 AM,372,FALSE
32380,9/16/2021,22,8:45:28 AM,8:46:45 AM,8:49:34 AM,169,FALSE
32381,9/16/2021,23,8:53:14 AM,8:53:14 AM,8:55:08 AM,114,TRUE
32382,9/16/2021,24,8:56:08 AM,8:56:08 AM,8:57:24 AM,75,TRUE
32383,9/16/2021,25,9:02:19 AM,9:02:19 AM,9:17:27 AM,908,TRUE
32384,9/16/2021,26,9:03:33 AM,9:03:33 AM,9:03:52 AM,19,TRUE
32385,9/16/2021,27,9:06:12 AM,9:06:12 AM,9:09:36 AM,204,TRUE
32386,9/16/2021,28,9:07:27 AM,9:07:27 AM,9:07:45 AM,18,TRUE
32387,9/16/2021,29,9:10:17 AM,9:10:17 AM,9:24:30 AM,853,TRUE
32388,9/16/2021,30,9:13:10 AM,9:13:10 AM,9:21:58 AM,528,TRUE
32389,9/16/2021,31,9:13:13 AM,9:13:13 AM,9:14:04 AM,51,TRUE
32390,9/16/2021,32,9:14:54 AM,9:14:54 AM,9:16:27 AM,94,TRUE
32391,9/16/2021,33,9:15:34 AM,9:16:27 AM,9:17:55 AM,88,TRUE
32392,9/16/2021,34,9:16:38 AM,9:17:27 AM,9:19:59 AM,151,TRUE
32393,9/16/2021,35,9:21:13 AM,9:21:13 AM,9:22:04 AM,51,TRUE
32394,9/16/2021,36,9:22:06 AM,9:22:06 AM,9:26:25 AM,259,TRUE
32395,9/16/2021,37,9:26:08 AM,9:26:08 AM,9:28:34 AM,146,TRUE
32396,9/16/2021,38,9:28:01 AM,9:28:01 AM,9:29:42 AM,100,TRUE
32397,9/16/2021,39,9:29:40 AM,9:29:40 AM,9:30:39 AM,58,TRUE
32398,9/16/2021,40,9:31:54 AM,9:31:54 AM,9:35:54 AM,239,TRUE
32399,9/16/2021,41,9:37:03 AM,9:37:03 AM,9:41:06 AM,243,TRUE
32400,9/16/2021,42,9:38:14 AM,9:38:14 AM,9:39:04 AM,50,TRUE
32401,9/16/2021,43,9:38:51 AM,9:38:51 AM,9:39:23 AM,32,TRUE
32402,9/16/2021,44,9:41:21 AM,9:41:21 AM,9:42:23 AM,63,TRUE
32403,9/16/2021,45,9:49:40 AM,9:49:40 AM,9:55:00 AM,320,TRUE
32404,9/16/2021,46,9:53:02 AM,9:53:02 AM,9:54:07 AM,65,TRUE
32405,9/16/2021,47,9:55:26 AM,9:55:26 AM,9:56:16 AM,50,TRUE
32406,9/16/2021,48,9:57:28 AM,9:57:28 AM,10:06:56 AM,568,TRUE
32407,9/16/2021,49,9:57:31 AM,9:57:31 AM,10:06:47 AM,556,TRUE
32408,9/16/2021,50,10:02:18 AM,10:02:18 AM,10:16:36 AM,858,TRUE
32409,9/16/2021,51,10:08:00 AM,10:08:00 AM,10:09:00 AM,60,TRUE
32410,9/16/2021,52,10:12:36 AM,10:12:36 AM,10:18:56 AM,381,TRUE
32411,9/16/2021,53,10:16:42 AM,10:16:42 AM,10:18:23 AM,101,TRUE
32412,9/16/2021,54,10:17:25 AM,10:17:25 AM,10:32:04 AM,880,TRUE
32413,9/16/2021,55,10:19:03 AM,10:19:03 AM,10:20:40 AM,97,TRUE
32414,9/16/2021,56,10:21:10 AM,10:21:10 AM,10:27:09 AM,359,TRUE
32415,9/16/2021,57,10:23:50 AM,10:23:50 AM,10:30:21 AM,391,TRUE
32416,9/16/2021,58,10:25:36 AM,10:25:36 AM,10:29:33 AM,237,TRUE
32417,9/16/2021,59,10:26:02 AM,10:27:09 AM,10:36:54 AM,586,FALSE
32418,9/16/2021,60,10:36:28 AM,10:36:28 AM,10:41:50 AM,322,TRUE
32419,9/16/2021,61,10:37:22 AM,10:37:22 AM,10:40:32 AM,190,TRUE
32420,9/16/2021,62,10:41:38 AM,10:41:38 AM,10:47:33 AM,355,TRUE
32421,9/16/2021,63,10:43:10 AM,10:43:10 AM,10:46:18 AM,188,TRUE
32422,9/16/2021,64,10:45:04 AM,10:45:04 AM,10:45:16 AM,12,TRUE
32423,9/16/2021,65,10:45:20 AM,10:45:20 AM,10:45:52 AM,32,TRUE
32424,9/16/2021,66,10:46:09 AM,10:46:09 AM,10:46:18 AM,10,TRUE
32425,9/16/2021,67,10:48:38 AM,10:48:38 AM,10:55:50 AM,432,TRUE
32426,9/16/2021,68,10:48:45 AM,10:48:45 AM,11:02:27 AM,823,TRUE
32427,9/16/2021,69,10:50:05 AM,10:50:05 AM,10:52:40 AM,155,TRUE
32428,9/16/2021,70,10:52:05 AM,10:52:05 AM,10:54:28 AM,143,TRUE
32429,9/16/2021,71,10:59:17 AM,10:59:17 AM,11:00:57 AM,100,TRUE
32430,9/16/2021,72,11:00:45 AM,11:00:45 AM,11:01:59 AM,74,TRUE
32431,9/16/2021,73,11:03:04 AM,11:03:04 AM,11:05:17 AM,133,TRUE
32432,9/16/2021,74,11:03:47 AM,11:03:47 AM,11:15:11 AM,683,TRUE
32433,9/16/2021,75,11:06:09 AM,11:06:09 AM,11:17:40 AM,691,TRUE
32434,9/16/2021,76,11:07:50 AM,11:07:50 AM,11:20:15 AM,744,TRUE
32435,9/16/2021,77,11:11:26 AM,11:11:26 AM,11:12:58 AM,92,TRUE
32436,9/16/2021,78,11:16:08 AM,11:16:08 AM,11:17:02 AM,54,TRUE
32437,9/16/2021,79,11:20:02 AM,11:20:02 AM,11:20:43 AM,41,TRUE
32438,9/16/2021,80,11:26:07 AM,11:26:07 AM,11:29:34 AM,206,TRUE
32439,9/16/2021,81,11:27:35 AM,11:27:35 AM,11:27:55 AM,20,TRUE
32440,9/16/2021,82,11:29:06 AM,11:29:06 AM,11:29:40 AM,34,TRUE
32441,9/16/2021,83,11:29:12 AM,11:29:12 AM,11:29:43 AM,31,TRUE
32442,9/16/2021,84,11:29:14 AM,11:29:14 AM,11:32:31 AM,197,TRUE
32443,9/16/2021,85,11:30:57 AM,11:30:57 AM,11:32:58 AM,121,TRUE
32444,9/16/2021,86,11:35:51 AM,11:35:51 AM,11:44:00 AM,488,TRUE
32445,9/16/2021,87,11:38:11 AM,11:38:11 AM,11:50:02 AM,711,TRUE
32446,9/16/2021,88,11:38:37 AM,11:38:37 AM,11:43:20 AM,283,TRUE
32447,9/16/2021,89,11:38:37 AM,11:38:37 AM,11:42:26 AM,228,TRUE
32448,9/16/2021,90,11:38:43 AM,11:42:26 AM,11:46:45 AM,259,FALSE
32449,9/16/2021,91,11:49:47 AM,11:49:47 AM,11:51:22 AM,96,TRUE
32450,9/16/2021,92,11:50:14 AM,11:50:14 AM,11:51:08 AM,54,TRUE
32451,9/16/2021,93,11:51:04 AM,11:51:04 AM,11:54:32 AM,207,TRUE
32452,9/16/2021,94,11:52:13 AM,11:52:13 AM,11:54:12 AM,119,TRUE
32453,9/16/2021,95,11:58:13 AM,11:58:13 AM,12:00:19 PM,126,TRUE
32454,9/16/2021,96,12:08:00 PM,12:08:00 PM,12:09:45 PM,104,TRUE
32455,9/16/2021,97,12:08:55 PM,12:08:55 PM,12:13:02 PM,247,TRUE
32456,9/16/2021,98,12:10:30 PM,12:10:30 PM,12:18:03 PM,453,TRUE
32457,9/16/2021,99,12:11:08 PM,12:11:08 PM,12:15:04 PM,236,TRUE
32458,9/16/2021,100,12:11:38 PM,12:11:38 PM,12:18:01 PM,383,TRUE
32459,9/16/2021,101,12:12:43 PM,12:13:02 PM,12:17:24 PM,262,TRUE
32460,9/16/2021,102,12:13:07 PM,12:15:04 PM,12:18:55 PM,230,FALSE
32461,9/16/2021,103,12:22:27 PM,12:22:27 PM,12:22:40 PM,13,TRUE
32462,9/16/2021,104,12:24:27 PM,12:24:27 PM,12:29:34 PM,307,TRUE
32463,9/16/2021,105,12:28:41 PM,12:28:41 PM,12:31:04 PM,144,TRUE
32464,9/16/2021,106,12:30:30 PM,12:30:30 PM,12:38:31 PM,480,TRUE
32465,9/16/2021,107,12:30:35 PM,12:30:35 PM,12:35:46 PM,311,TRUE
32466,9/16/2021,108,12:39:44 PM,12:39:44 PM,1:00:52 PM,1268,TRUE
32467,9/16/2021,109,12:52:07 PM,12:52:07 PM,12:56:49 PM,282,TRUE
32468,9/16/2021,110,12:52:58 PM,12:52:58 PM,12:55:38 PM,161,TRUE
32469,9/16/2021,111,12:55:30 PM,12:55:30 PM,1:00:15 PM,285,TRUE
32470,9/16/2021,112,1:06:43 PM,1:06:43 PM,1:08:22 PM,100,TRUE
32471,9/16/2021,113,1:08:56 PM,1:08:56 PM,1:11:51 PM,175,TRUE
32472,9/16/2021,114,1:10:31 PM,1:10:31 PM,1:20:06 PM,575,TRUE
32473,9/16/2021,115,1:14:47 PM,1:14:47 PM,1:28:59 PM,852,TRUE
32474,9/16/2021,116,1:21:05 PM,1:21:05 PM,1:22:57 PM,112,TRUE
32475,9/16/2021,117,1:22:10 PM,1:22:10 PM,1:34:50 PM,760,TRUE
32476,9/16/2021,118,1:24:50 PM,1:24:50 PM,1:44:50 PM,1201,TRUE
32477,9/16/2021,119,1:24:54 PM,1:24:54 PM,1:33:30 PM,516,TRUE
32478,9/16/2021,120,1:27:12 PM,1:28:59 PM,1:30:02 PM,63,FALSE
32479,9/16/2021,121,1:30:06 PM,1:30:06 PM,1:44:36 PM,871,TRUE
32480,9/16/2021,122,1:32:00 PM,1:33:30 PM,1:39:08 PM,337,FALSE
32481,9/16/2021,123,1:32:47 PM,1:34:50 PM,1:38:45 PM,236,FALSE
32482,9/16/2021,124,1:37:18 PM,1:38:45 PM,1:52:32 PM,827,FALSE
32483,9/16/2021,125,1:37:30 PM,1:39:08 PM,1:40:57 PM,109,FALSE
32484,9/16/2021,126,1:37:56 PM,1:40:57 PM,1:44:47 PM,230,FALSE
32485,9/16/2021,127,1:39:27 PM,1:44:36 PM,1:45:21 PM,45,FALSE
32486,9/16/2021,128,1:43:20 PM,1:44:47 PM,1:45:48 PM,61,FALSE
32487,9/16/2021,129,1:44:29 PM,1:44:50 PM,1:49:11 PM,260,TRUE
32488,9/16/2021,130,1:55:11 PM,1:55:11 PM,2:13:25 PM,1094,TRUE
32489,9/16/2021,131,1:59:46 PM,1:59:46 PM,2:00:26 PM,40,TRUE
32490,9/16/2021,132,2:03:28 PM,2:03:28 PM,2:13:42 PM,614,TRUE
32491,9/16/2021,133,2:05:00 PM,2:05:00 PM,2:11:17 PM,376,TRUE
32492,9/16/2021,134,2:05:51 PM,2:05:51 PM,2:11:21 PM,330,TRUE
32493,9/16/2021,135,2:13:32 PM,2:13:32 PM,2:17:25 PM,233,TRUE
32494,9/16/2021,136,2:17:44 PM,2:17:44 PM,2:31:57 PM,854,TRUE
32495,9/16/2021,137,2:19:41 PM,2:19:41 PM,2:31:38 PM,717,TRUE
32496,9/16/2021,138,2:20:48 PM,2:20:48 PM,2:43:06 PM,1338,TRUE
32497,9/16/2021,139,2:26:16 PM,2:26:16 PM,2:29:19 PM,183,TRUE
32498,9/16/2021,140,2:33:44 PM,2:33:44 PM,2:40:26 PM,402,TRUE
32499,9/16/2021,141,2:36:49 PM,2:36:49 PM,2:46:44 PM,595,TRUE
32500,9/16/2021,142,2:42:04 PM,2:42:04 PM,2:54:49 PM,765,TRUE
32501,9/16/2021,143,2:49:15 PM,2:49:15 PM,2:50:59 PM,104,TRUE
32502,9/16/2021,144,2:49:31 PM,2:49:31 PM,2:50:04 PM,34,TRUE
32503,9/16/2021,145,2:49:42 PM,2:49:42 PM,3:01:11 PM,688,TRUE
32504,9/16/2021,146,2:51:28 PM,2:51:28 PM,2:52:16 PM,48,TRUE
32505,9/16/2021,147,2:52:37 PM,2:52:37 PM,3:01:01 PM,504,TRUE
32506,9/16/2021,148,2:55:31 PM,2:55:31 PM,2:56:21 PM,50,TRUE
32507,9/16/2021,149,3:06:16 PM,3:06:16 PM,3:24:45 PM,1110,TRUE
32508,9/16/2021,150,3:06:35 PM,3:06:35 PM,3:09:11 PM,156,TRUE
32509,9/16/2021,151,3:23:22 PM,3:23:22 PM,3:25:48 PM,147,TRUE
32510,9/16/2021,152,3:26:34 PM,3:26:34 PM,3:29:11 PM,157,TRUE
32511,9/16/2021,153,3:30:09 PM,3:30:09 PM,3:34:02 PM,233,TRUE
32512,9/16/2021,154,3:30:14 PM,3:30:14 PM,3:30:53 PM,39,TRUE
32513,9/16/2021,155,3:32:25 PM,3:32:25 PM,3:33:13 PM,48,TRUE
32514,9/16/2021,156,3:35:13 PM,3:35:13 PM,3:37:51 PM,158,TRUE
32515,9/16/2021,157,3:38:35 PM,3:38:35 PM,3:38:48 PM,14,TRUE
32516,9/16/2021,158,3:44:44 PM,3:44:44 PM,3:50:29 PM,345,TRUE
32517,9/16/2021,159,3:47:13 PM,3:47:13 PM,3:49:20 PM,127,TRUE
32518,9/16/2021,160,3:48:15 PM,3:48:15 PM,3:49:01 PM,46,TRUE
32519,9/16/2021,161,3:49:36 PM,3:49:36 PM,3:52:37 PM,181,TRUE
32520,9/16/2021,162,3:51:11 PM,3:51:11 PM,3:53:23 PM,133,TRUE
32521,9/16/2021,163,3:52:49 PM,3:52:49 PM,4:01:58 PM,549,TRUE
32522,9/16/2021,164,3:59:27 PM,3:59:27 PM,4:08:01 PM,515,TRUE
32523,9/16/2021,165,4:01:10 PM,4:01:10 PM,4:07:45 PM,396,TRUE
32524,9/16/2021,166,4:04:01 PM,4:04:01 PM,4:11:33 PM,452,TRUE
32525,9/16/2021,167,4:06:16 PM,4:06:16 PM,4:09:54 PM,218,TRUE
32526,9/16/2021,168,4:07:32 PM,4:07:45 PM,4:13:41 PM,355,TRUE
32527,9/16/2021,169,4:12:11 PM,4:12:11 PM,4:14:10 PM,119,TRUE
32528,9/16/2021,170,4:12:45 PM,4:12:45 PM,4:17:49 PM,304,TRUE
32529,9/16/2021,171,4:14:05 PM,4:14:05 PM,4:16:52 PM,167,TRUE
32530,9/16/2021,172,4:16:16 PM,4:16:16 PM,4:17:25 PM,69,TRUE
32531,9/16/2021,173,4:17:07 PM,4:17:07 PM,4:21:45 PM,278,TRUE
32532,9/16/2021,174,4:17:22 PM,4:17:22 PM,4:26:51 PM,569,TRUE
32533,9/16/2021,175,4:18:06 PM,4:18:06 PM,4:28:29 PM,623,TRUE
32534,9/16/2021,176,4:19:55 PM,4:19:55 PM,4:36:59 PM,1024,TRUE
32535,9/16/2021,177,4:26:24 PM,4:26:24 PM,4:29:23 PM,178,TRUE
32536,9/16/2021,178,4:27:06 PM,4:27:06 PM,4:38:40 PM,694,TRUE
32537,9/16/2021,179,4:28:37 PM,4:28:37 PM,4:29:32 PM,55,TRUE
32538,9/16/2021,180,4:30:08 PM,4:30:08 PM,4:31:08 PM,60,TRUE
32539,9/16/2021,181,4:30:26 PM,4:30:26 PM,4:34:39 PM,252,TRUE
32540,9/16/2021,182,4:32:45 PM,4:32:45 PM,4:33:01 PM,17,TRUE
32541,9/16/2021,183,4:40:09 PM,4:40:09 PM,4:43:59 PM,230,TRUE
32542,9/16/2021,184,4:46:06 PM,4:46:06 PM,4:49:08 PM,182,TRUE
32543,9/16/2021,185,5:01:18 PM,5:01:18 PM,5:08:59 PM,461,TRUE
32544,9/16/2021,186,5:03:50 PM,5:03:50 PM,5:10:29 PM,398,TRUE
32545,9/16/2021,187,5:04:26 PM,5:04:26 PM,5:13:32 PM,546,TRUE
32546,9/16/2021,188,5:07:01 PM,5:07:01 PM,5:09:28 PM,147,TRUE
32547,9/16/2021,189,5:08:21 PM,5:08:59 PM,5:15:14 PM,375,TRUE
32548,9/16/2021,190,5:12:05 PM,5:12:05 PM,5:12:53 PM,48,TRUE
32549,9/16/2021,191,5:14:47 PM,5:14:47 PM,5:19:51 PM,304,TRUE
32550,9/16/2021,192,5:19:51 PM,5:19:51 PM,5:20:14 PM,23,TRUE
32551,9/16/2021,193,5:30:38 PM,5:30:38 PM,5:33:48 PM,189,TRUE
32552,9/16/2021,194,5:32:16 PM,5:32:16 PM,5:32:41 PM,24,TRUE
32553,9/16/2021,195,5:32:51 PM,5:32:51 PM,5:43:20 PM,629,TRUE
32554,9/16/2021,196,5:34:01 PM,5:34:01 PM,5:39:21 PM,320,TRUE
32555,9/16/2021,197,5:35:10 PM,5:35:10 PM,5:38:54 PM,224,TRUE
32556,9/16/2021,198,5:36:18 PM,5:36:18 PM,5:38:39 PM,141,TRUE
32557,9/16/2021,199,5:41:18 PM,5:41:18 PM,5:49:47 PM,509,TRUE
32558,9/16/2021,200,5:46:20 PM,5:46:20 PM,5:48:07 PM,107,TRUE
32559,9/16/2021,201,5:48:40 PM,5:48:40 PM,5:50:59 PM,139,TRUE
32560,9/16/2021,202,5:48:56 PM,5:48:56 PM,5:57:37 PM,521,TRUE
32561,9/16/2021,204,5:53:03 PM,5:53:03 PM,5:56:42 PM,219,TRUE
32562,9/16/2021,206,5:57:34 PM,5:57:34 PM,5:59:38 PM,124,TRUE
32563,9/16/2021,207,5:57:50 PM,5:57:50 PM,5:58:44 PM,54,TRUE
32564,9/17/2021,1,8:00:00 AM,8:00:00 AM,8:04:41 AM,282,TRUE
32565,9/17/2021,2,8:03:37 AM,8:03:37 AM,8:09:26 AM,349,TRUE
32566,9/17/2021,3,8:11:50 AM,8:11:50 AM,8:14:08 AM,138,TRUE
32567,9/17/2021,4,8:15:18 AM,8:15:18 AM,8:24:58 AM,580,TRUE
32568,9/17/2021,5,8:19:17 AM,8:19:17 AM,8:24:42 AM,325,TRUE
32569,9/17/2021,6,8:20:04 AM,8:20:04 AM,8:24:47 AM,284,TRUE
32570,9/17/2021,7,8:25:16 AM,8:25:16 AM,8:31:07 AM,351,TRUE
32571,9/17/2021,8,8:26:59 AM,8:26:59 AM,8:27:13 AM,14,TRUE
32572,9/17/2021,9,8:34:10 AM,8:34:10 AM,8:42:10 AM,480,TRUE
32573,9/17/2021,10,8:36:24 AM,8:36:24 AM,8:41:15 AM,290,TRUE
32574,9/17/2021,11,8:36:52 AM,8:36:52 AM,8:56:38 AM,1186,TRUE
32575,9/17/2021,12,8:37:37 AM,8:37:37 AM,8:38:17 AM,40,TRUE
32576,9/17/2021,13,8:40:22 AM,8:40:22 AM,8:45:34 AM,312,TRUE
32577,9/17/2021,14,8:45:08 AM,8:45:08 AM,8:57:02 AM,713,TRUE
32578,9/17/2021,15,8:50:00 AM,8:50:00 AM,8:51:42 AM,102,TRUE
32579,9/17/2021,16,8:55:35 AM,8:55:35 AM,9:05:54 AM,619,TRUE
32580,9/17/2021,17,8:56:42 AM,8:56:42 AM,9:31:37 AM,2095,TRUE
32581,9/17/2021,18,9:00:25 AM,9:00:25 AM,9:01:35 AM,70,TRUE
32582,9/17/2021,19,9:01:33 AM,9:01:33 AM,9:12:39 AM,667,TRUE
32583,9/17/2021,20,9:02:01 AM,9:02:01 AM,9:02:44 AM,43,TRUE
32584,9/17/2021,21,9:03:55 AM,9:03:55 AM,9:04:13 AM,18,TRUE
32585,9/17/2021,22,9:06:29 AM,9:06:29 AM,9:06:56 AM,27,TRUE
32586,9/17/2021,23,9:12:12 AM,9:12:12 AM,9:17:45 AM,333,TRUE
32587,9/17/2021,24,9:13:35 AM,9:13:35 AM,9:15:02 AM,88,TRUE
32588,9/17/2021,25,9:13:44 AM,9:13:44 AM,9:22:53 AM,549,TRUE
32589,9/17/2021,26,9:15:18 AM,9:15:18 AM,9:18:43 AM,206,TRUE
32590,9/17/2021,27,9:18:08 AM,9:18:08 AM,9:27:40 AM,572,TRUE
32591,9/17/2021,28,9:18:48 AM,9:18:48 AM,9:24:19 AM,330,TRUE
32592,9/17/2021,29,9:26:11 AM,9:26:11 AM,9:43:00 AM,1009,TRUE
32593,9/17/2021,30,9:26:55 AM,9:26:55 AM,9:28:35 AM,100,TRUE
32594,9/17/2021,31,9:37:26 AM,9:37:26 AM,9:41:43 AM,257,TRUE
32595,9/17/2021,32,9:40:40 AM,9:40:40 AM,9:42:51 AM,132,TRUE
32596,9/17/2021,33,9:42:31 AM,9:42:31 AM,9:47:16 AM,285,TRUE
32597,9/17/2021,34,9:43:48 AM,9:43:48 AM,9:47:38 AM,229,TRUE
32598,9/17/2021,35,9:47:14 AM,9:47:14 AM,10:05:21 AM,1087,TRUE
32599,9/17/2021,36,9:50:47 AM,9:50:47 AM,9:56:12 AM,325,TRUE
32600,9/17/2021,37,9:52:52 AM,9:52:52 AM,9:54:49 AM,117,TRUE
32601,9/17/2021,38,9:57:25 AM,9:57:25 AM,10:01:55 AM,270,TRUE
32602,9/17/2021,39,9:58:09 AM,9:58:09 AM,10:06:40 AM,511,TRUE
32603,9/17/2021,40,9:59:19 AM,9:59:19 AM,10:02:23 AM,184,TRUE
32604,9/17/2021,41,9:59:32 AM,10:01:55 AM,10:02:03 AM,8,FALSE
32605,9/17/2021,42,9:59:39 AM,10:02:03 AM,10:03:10 AM,67,FALSE
32606,9/17/2021,43,10:00:47 AM,10:02:23 AM,10:06:28 AM,245,FALSE
32607,9/17/2021,44,10:01:58 AM,10:03:10 AM,10:09:41 AM,391,FALSE
32608,9/17/2021,45,10:03:58 AM,10:05:21 AM,10:07:22 AM,121,FALSE
32609,9/17/2021,46,10:04:03 AM,10:06:28 AM,10:08:59 AM,151,FALSE
32610,9/17/2021,47,10:07:30 AM,10:07:30 AM,10:16:14 AM,524,TRUE
32611,9/17/2021,48,10:14:09 AM,10:14:09 AM,10:18:08 AM,239,TRUE
32612,9/17/2021,49,10:16:20 AM,10:16:20 AM,10:21:48 AM,328,TRUE
32613,9/17/2021,50,10:17:26 AM,10:17:26 AM,10:21:42 AM,257,TRUE
32614,9/17/2021,51,10:18:24 AM,10:18:24 AM,10:24:22 AM,358,TRUE
32615,9/17/2021,52,10:18:24 AM,10:18:24 AM,10:21:53 AM,209,TRUE
32616,9/17/2021,53,10:19:35 AM,10:21:42 AM,10:21:50 AM,8,FALSE
32617,9/17/2021,54,10:23:54 AM,10:23:54 AM,10:43:55 AM,1201,TRUE
32618,9/17/2021,55,10:24:16 AM,10:24:16 AM,10:24:44 AM,27,TRUE
32619,9/17/2021,56,10:24:53 AM,10:24:53 AM,10:33:15 AM,502,TRUE
32620,9/17/2021,57,10:29:15 AM,10:29:15 AM,10:36:33 AM,438,TRUE
32621,9/17/2021,58,10:31:54 AM,10:31:54 AM,10:37:27 AM,333,TRUE
32622,9/17/2021,59,10:35:33 AM,10:35:33 AM,10:39:11 AM,218,TRUE
32623,9/17/2021,60,10:35:37 AM,10:36:33 AM,10:47:31 AM,658,TRUE
